sentence,label
"sentence 1: Individual copies of SLATE on Paper will be available exclusively at Starbucks.
sentence 2: Starbucks will have SLATE on Paper onhand. ",neutral
"sentence 1: does he tell it in narrative form or in third person how does he present it
sentence 2: In what fashion does he give it, is it narrative, third person, or what?",entailment
"sentence 1: overwhelms in every way.
sentence 2: It's stress free in every way.",contradiction
"sentence 1: Inside, there's more all the major department stores project themselves as bastions of culture, maintaining their own galleries and mounting frequent world-class exhibitions of prints, painting, pottery, and sculpture.
sentence 2: Many major department stores have their own art galleries and exhibitions of art.",entailment
"sentence 1: no no i agree i think i believe in test for cause if if somebody's performance and i guess that there's the other argument is that well do you wait until they screw up you know and someone gets hurt
sentence 2: I think you can test but you need to have a reason other than 'just to make sure', but then again I worry if you don't test you won't catch someone who's going to do something tragic.",neutral
"sentence 1: i'm in Garland
sentence 2: I reside in Garland.",entailment
"sentence 1: Looking up he saw a figure sitting above on an outcrop of ancient rock.
sentence 2: There was no one on top of the rock.",contradiction
"sentence 1: From years of corporate bathroom use, the rule among men seems to be nothing spoken in the sit-downs, banal comments of the Hot enough for you?
sentence 2: Men have more restrictive bathroom conversation protocols than women do.",neutral
"sentence 1: President Clinton choppers in for commiseration and photo ops.
sentence 2: President Clinton is not in any photos. ",contradiction
"sentence 1: And after not being told in advance about a missile attack on Iraq in September, Republicans on the Senate Armed Services Committee spoke of reviving the War Powers Act.
sentence 2: Republicans were unfazed by the missile attack on Iraq and took no relevant action. ",contradiction
"sentence 1: Right now, I'd settle for a creative genius who could teach us how to think about the population problem.
sentence 2: I have no interest in hearing views about the population problem.",contradiction
"sentence 1: I suppose it's a measure of how far we've come that IBM just issued a press release, though it would have been stirring to see CEO Lou Gerstner storm into the Exchange Tuesday to start buying up shares.
sentence 2: IBM just issued a press release.",entailment
"sentence 1: and that helps on utilities
sentence 2: That lends a hand on utilities. ",entailment
"sentence 1: The Kal held up his cupped hand and drank from it.
sentence 2: The Kal drank from his flask.",contradiction
"sentence 1: Actually, self-important pomposity is out right now.
sentence 2: Being pompus is unpopular.",entailment
"sentence 1: so but um-hum and they're open till i think ten
sentence 2: They are open twenty four hours a day.",contradiction
"sentence 1: Why should a ruling elite give up power because the gross national product is declining or because the country is falling behind technologically?
sentence 2: The ruling elite dictate the national economy.",neutral
"sentence 1: Megiddo looms large in Christian apocalyptic beliefs, since the Bible gives it as the site of Armageddon in the Book of Revelation, the last battle which actually takes its name from the town.
sentence 2: In the Christian religion, Megiddo is the place where Armageddon occurs.",entailment
"sentence 1: The Japanese were attracted more to Buddhism's ritual and art than to its complex philosophy, rendered all the more difficult because its texts were, for several centuries, available only in Chinese, the language of a small court elite.
sentence 2: The Japanese weren't interested in beliefs other than Buddhism.",neutral
"sentence 1: and the only thing you can remember is to try and stay together as much as you can because it's very easy to uh become go your own direction when you're so when you're working so hard and going to school too
sentence 2: Your bond becomes stronger when you go to school and work.  ",contradiction
"sentence 1: worth of getting on with  it is just thatquick cut between getting our monographs
sentence 2: Our monographs would require many hours of work.",neutral
"sentence 1: so that that's kind of been the way i've done things is to get things that are new and then keep them forever
sentence 2: I don't like buying used or old things.",neutral
"sentence 1: While biological mechanisms for this effect have not yet been definitively established, the weight of the available epidemiological evidence supports an assumption of causality.
sentence 2: Though the biological mechanisms for this effect have not been established yet they will be soon.",neutral
"sentence 1: Allowances will be allocated based on the units' baseline heat input multiplied by standard emission rates that vary depending on the fuel combusted by the units.
sentence 2: Allowances are based on the baseline heat of the unit.",entailment
"sentence 1: These rocky islets carved into fantastic shapes are a symbol of the island's beauty.
sentence 2: The islets symbolize the beauty of the island.",entailment
"sentence 1: Another five lay in the stream among their maimed horses.
sentence 2: Next to the injured horse, the five of them lay barely hanging onto life.",neutral
"sentence 1: If you're exhausted, there's no better way to wear out the kids than a day at the beach.
sentence 2: You can wear kids out at the beach in the summer when it's warm enough to get in the water.",neutral
